item_id,i_cat_id,item_name,i_tested,clean_item_name,delim_name_list,d_len,d_maxgram
8745,40,"WHITE NIGHT, TENDER NIGHT (region)",False,white night tender night region,"['white night tender night', 'region']",2,4
8746,40,BELKA AND STRELKA. DOG STAR (region),False,belka and strelka dog star region,"['belka and strelka dog star', 'region']",2,5
8747,40,BELKA AND STRELKA. Mischievous little family. SAT. 1,False,belka and strelka mischievous little family sat 1,['belka and strelka mischievous little family sat 1'],1,8
8748,40,BELKA AND STRELKA. Mischievous little family. SAT. 2,False,belka and strelka mischievous little family sat 2,['belka and strelka mischievous little family sat 2'],1,8
8749,40,BELKA AND STRELKA. Mischievous little family. SAT. 3,False,belka and strelka mischievous little family sat 3,['belka and strelka mischievous little family sat 3'],1,8
8750,40,BELKA AND STRELKA. Mischievous little family. SAT. 4,False,belka and strelka mischievous little family sat 4,['belka and strelka mischievous little family sat 4'],1,8
8751,40,BELKA AND STRELKA. Mischievous little family. SAT. 5,False,belka and strelka mischievous little family sat 5,['belka and strelka mischievous little family sat 5'],1,8
8752,40,BELKA AND STRELKA. Mischievous little family. SAT. 6,False,belka and strelka mischievous little family sat 6,['belka and strelka mischievous little family sat 6'],1,8
8753,38,Belka and Strelka / ALPHA AND OMEGA / Animals United (3D BD),False,belka and strelka alpha and omega animals united 3d bd,"['belka and strelka', 'alpha and omega', 'animals united', '3d bd']",4,3
8754,40,Belka and Strelka: MOON ADVENTURES,False,belka and strelka moon adventures,"['belka and strelka', 'moon adventures']",2,3
8755,37,Belka and Strelka: MOON ADVENTURES (BD),False,belka and strelka moon adventures bd,"['belka and strelka', 'moon adventures', 'bd']",3,3
8756,37,WHITE desert sun (BD),True,white desert sun bd,"['white desert sun', 'bd']",2,3
8757,40,WHITE Desert Sun (rem),True,white desert sun rem,"['white desert sun', 'rem']",2,3
8758,40,WHITE SUN OF THE DESERT (Region),False,white sun of the desert region,"['white sun of the desert', 'region']",2,5
8759,40,WHITE SUN OF THE DESERT (region),False,white sun of the desert region,"['white sun of the desert', 'region']",2,5
8760,40,Belosrusskaya (rem),True,belosrusskaya rem,"['belosrusskaya', 'rem']",2,1
8761,40,Belorussky Railway Station (Region),False,belorussky railway station region,"['belorussky railway station', 'region']",2,3
8762,40,Belorussky Railway Station (region),False,belorussky railway station region,"['belorussky railway station', 'region']",2,3
8763,40,SNOW WHITE,False,snow white,['snow white'],1,2
8764,40,Snow White and the Huntsman,False,snow white and the huntsman,['snow white and the huntsman'],1,5
8765,37,Snow White and the Huntsman (BD),False,snow white and the huntsman bd,"['snow white and the huntsman', 'bd']",2,5
8766,40,Snow White and the seven dwarfs M / F (region),True,snow white and the seven dwarfs m f region,"['snow white and the seven dwarfs m', 'f', 'region']",3,7
8767,40,Mirror Mirror,False,mirror mirror,['mirror mirror'],1,2
8768,37,Mirror Mirror (BD),True,mirror mirror bd,"['mirror mirror', 'bd']",2,2
8769,40,Mirror Mirror (region),True,mirror mirror region,"['mirror mirror', 'region']",2,2
8770,55,WHITE DAY Galina,False,white day galina,['white day galina'],1,3
8771,40,"White Moors, or an intimate story about my neighbors",False,white moors or an intimate story about my neighbors,['white moors or an intimate story about my neighbors'],1,9
8772,38,POLAR BEAR (3D BD),False,polar bear 3d bd,"['polar bear', '3d bd']",2,2
8773,37,Eight Below (BD),False,eight below bd,"['eight below', 'bd']",2,2
8774,40,Eight Below wd,False,eight below wd,['eight below wd'],1,3
8775,40,WHITE ELEPHANT,False,white elephant,['white elephant'],1,2
8776,40,WHITE TIGER,False,white tiger,['white tiger'],1,2
8777,37,WHITE TIGER (BD),False,white tiger bd,"['white tiger', 'bd']",2,2
8778,40,BEMBI (region),True,bembi region,"['bembi', 'region']",2,1
8779,40,BEMBI 2 (region),True,bembi 2 region,"['bembi 2', 'region']",2,2
8780,40,BEMBI / WD 2 BEMBI,False,bembi wd 2 bembi,"['bembi', 'wd 2 bembi']",2,3
8781,40,BEN 10 ISSUE 1 EPISODES 1-7,False,ben 10 issue 1 episodes 17,['ben 10 issue 1 episodes 17'],1,6
8782,40,BEN 10. NUMBER 2,False,ben 10 number 2,['ben 10 number 2'],1,4
8783,40,BEN 10. NUMBER 3,False,ben 10 number 3,['ben 10 number 3'],1,4
8784,40,BEN 10. NUMBER 4,False,ben 10 number 4,['ben 10 number 4'],1,4
8785,40,OUTPUT BIN 10. 5,False,output bin 10 5,['output bin 10 5'],1,4
8786,40,OUTPUT BIN 10. 6,False,output bin 10 6,['output bin 10 6'],1,4
8787,40,OUTPUT BIN 10. 7,False,output bin 10 7,['output bin 10 7'],1,4
8788,40,OUTPUT BIN 10. 8,False,output bin 10 8,['output bin 10 8'],1,4
8789,40,Ben 10 alien superpower Issue 1 BEN SUPERSTAR,False,ben 10 alien superpower issue 1 ben superstar,['ben 10 alien superpower issue 1 ben superstar'],1,8
8790,40,Ben 10 alien superpower Issue 2. TIME FEAT,False,ben 10 alien superpower issue 2 time feat,['ben 10 alien superpower issue 2 time feat'],1,8
8791,40,Ben 10 alien superpower Vol.3 enemy of my enemy,False,ben 10 alien superpower vol3 enemy of my enemy,['ben 10 alien superpower vol3 enemy of my enemy'],1,9
8792,40,Ben 10 alien superpower issue 4 SENSATION,False,ben 10 alien superpower issue 4 sensation,['ben 10 alien superpower issue 4 sensation'],1,7
8793,40,Ben 10 alien superpower Vol.5 bin 1000,True,ben 10 alien superpower vol5 bin 1000,['ben 10 alien superpower vol5 bin 1000'],1,7
8794,40,Ben 10 Alien Force Issue 1 RETURN BEN,False,ben 10 alien force issue 1 return ben,['ben 10 alien force issue 1 return ben'],1,8
8795,40,Ben 10 Alien Force Issue 2 IN SEARCH OF MAX,False,ben 10 alien force issue 2 in search of max,['ben 10 alien force issue 2 in search of max'],1,10
8796,40,Ben 10 Alien Force Vol.3 sanitation SPACE,True,ben 10 alien force vol3 sanitation space,['ben 10 alien force vol3 sanitation space'],1,7
8797,40,Ben 10 Alien Force under the cover of issue 4,True,ben 10 alien force under the cover of issue 4,['ben 10 alien force under the cover of issue 4'],1,10
8798,40,Ben 10 Alien Force Issue 5 Mystery of the World,True,ben 10 alien force issue 5 mystery of the world,['ben 10 alien force issue 5 mystery of the world'],1,10
8799,40,Ben 10 Alien Force VYP.7 DAYS superhero,True,ben 10 alien force vyp7 days superhero,['ben 10 alien force vyp7 days superhero'],1,7
8800,40,Ben 10 Alien Force VYP.8 last fight,False,ben 10 alien force vyp8 last fight,['ben 10 alien force vyp8 last fight'],1,7
8801,40,Ben Stiller. movie collection,True,ben stiller movie collection,['ben stiller movie collection'],1,4
8802,37,Beowulf (BD),True,beowulf bd,"['beowulf', 'bd']",2,1
8803,40,GOODMAN Bergdorf. MORE ON TOP CENTURY fashion Olympus,True,goodman bergdorf more on top century fashion olympus,['goodman bergdorf more on top century fashion olympus'],1,8
8804,37,Beware of the car (BD),False,beware of the car bd,"['beware of the car', 'bd']",2,4
8805,40,Beware of the car (rem),True,beware of the car rem,"['beware of the car', 'rem']",2,4
8806,40,Beware of the Car (Region),False,beware of the car region,"['beware of the car', 'region']",2,4
8807,40,Beware of the Car (region),False,beware of the car region,"['beware of the car', 'region']",2,4
8808,40,Protect women (region),True,protect women region,"['protect women', 'region']",2,2
8809,37,Pregnancy (BD),True,pregnancy bd,"['pregnancy', 'bd']",2,1
8810,55,Berkovskaya VICTOR Songs of our century,False,berkovskaya victor songs of our century,['berkovskaya victor songs of our century'],1,6
8811,55,Bernes Mark Three years I dreamed of you,False,bernes mark three years i dreamed of you,['bernes mark three years i dreamed of you'],1,8
8812,65,Berserk: Angheym: Booster 1941,False,berserk angheym booster 1941,"['berserk', 'angheym', 'booster 1941']",3,2
8813,65,"Berserk: Angheym: The initial set of ""The Brotherhood of Fire"", art. 1975",False,berserk angheym the initial set of the brotherhood of fire art 1975,"['berserk', 'angheym', 'the initial set of', 'the brotherhood of fire', 'art 1975']",5,4
8814,65,"Berserk: Angheym: The initial set of ""Lord of Time"", art. 1976",False,berserk angheym the initial set of lord of time art 1976,"['berserk', 'angheym', 'the initial set of', 'lord of time', 'art 1976']",5,4
8815,65,"Berserk: Magic 2013: Pro-booster, art.1055",False,berserk magic 2013 probooster art1055,"['berserk', 'magic 2013', 'probooster art1055']",3,2
8816,64,Berserk: Berserk Storm Elemental art. 1136,True,berserk berserk storm elemental art 1136,"['berserk', 'berserk storm elemental art 1136']",2,5
8817,65,Berserk: Berserk Hunting vampires art. 1161,False,berserk berserk hunting vampires art 1161,"['berserk', 'berserk hunting vampires art 1161']",2,5
8818,65,Berserk: Berserk Your battle art. 1137,False,berserk berserk your battle art 1137,"['berserk', 'berserk your battle art 1137']",2,5
8819,64,Berserk: Berserk art. 1300,True,berserk berserk art 1300,"['berserk', 'berserk art 1300']",2,3
8820,65,Berserk: Air Fortress: Booster art. 1979,False,berserk air fortress booster art 1979,"['berserk', 'air fortress', 'booster art 1979']",3,3
8821,65,"Berserk: A Time for Heroes Heroes booster, art. 1467",True,berserk a time for heroes heroes booster art 1467,"['berserk', 'a time for heroes heroes booster art 1467']",2,8
8822,65,Berserk: Heroes initial set time of heroes Ilariel art. 1490,True,berserk heroes initial set time of heroes ilariel art 1490,"['berserk', 'heroes initial set time of heroes ilariel art 1490']",2,9
8823,65,Berserk: Heroes initial set time of heroes Reyvenkar art. 1489,True,berserk heroes initial set time of heroes reyvenkar art 1489,"['berserk', 'heroes initial set time of heroes reyvenkar art 1489']",2,9
8824,65,Berserk: Heroes Starter Kit Time for Heroes Savage cutter art. 1492,True,berserk heroes starter kit time for heroes savage cutter art 1492,"['berserk', 'heroes starter kit time for heroes savage cutter art 1492']",2,10
8825,65,Berserk: Heroes initial set time of heroes Tisha art. 1493,True,berserk heroes initial set time of heroes tisha art 1493,"['berserk', 'heroes initial set time of heroes tisha art 1493']",2,9
8826,65,Berserk: Heroes initial set time of heroes Hrodgar art. 1491,True,berserk heroes initial set time of heroes hrodgar art 1491,"['berserk', 'heroes initial set time of heroes hrodgar art 1491']",2,9
8827,65,"Berserk: Death Machine: The initial set of ""Dragon Island"", art2038",False,berserk death machine the initial set of dragon island art2038,"['berserk', 'death machine', 'the initial set of', 'dragon island', 'art2038']",5,4
8828,65,"Berserk: Death Machine: The initial set of ""Portal Chaos""",False,berserk death machine the initial set of portal chaos,"['berserk', 'death machine', 'the initial set of', 'portal chaos']",4,4
8829,65,Berserk: The death of machines: Booster,False,berserk the death of machines booster,"['berserk', 'the death of machines', 'booster']",3,4
8830,65,"Berserk: Voice Laar: booster, art.1010",False,berserk voice laar booster art1010,"['berserk', 'voice laar', 'booster art1010']",3,2
8831,65,"Berserk: Tremors: booster, art. 1980",False,berserk tremors booster art 1980,"['berserk', 'tremors', 'booster art 1980']",3,3
8832,65,"Berserk: Tremors: Professional set of ""Green House"", art. 2018",False,berserk tremors professional set of green house art 2018,"['berserk', 'tremors', 'professional set of', 'green house', 'art 2018']",5,3
8833,65,"Berserk: Tremors: Professional set of ""Chamber of Piedmont"", art. 2019",False,berserk tremors professional set of chamber of piedmont art 2019,"['berserk', 'tremors', 'professional set of', 'chamber of piedmont', 'art 2019']",5,3
8834,65,"Berserk: Dueling set of ""Angels and Demons"", art. 2010",False,berserk dueling set of angels and demons art 2010,"['berserk', 'dueling set of', 'angels and demons', 'art 2010']",4,3
8835,65,"Berserk: Dueling set of ""The Curse of the Black Forest"", art.2033",False,berserk dueling set of the curse of the black forest art2033,"['berserk', 'dueling set of', 'the curse of the black forest', 'art2033']",4,6
8836,65,Berserk: The Cataclysm: Booster art. 1940,False,berserk the cataclysm booster art 1940,"['berserk', 'the cataclysm', 'booster art 1940']",3,3
8837,65,"Berserk: The Way Arhaalya: Starter Kit ""Swamp-Steppe"" art. 1923",False,berserk the way arhaalya starter kit swampsteppe art 1923,"['berserk', 'the way arhaalya', 'starter kit', 'swampsteppe', 'art 1923']",5,3
8838,65,"Berserk: The Way Arhaalya: The initial set of ""Forest-Mountains"" art. 1922",False,berserk the way arhaalya the initial set of forestmountains art 1922,"['berserk', 'the way arhaalya', 'the initial set of', 'forestmountains', 'art 1922']",5,4
8839,65,"Berserk: Shadows of the Past, about the booster, art.1038",True,berserk shadows of the past about the booster art1038,"['berserk', 'shadows of the past about the booster art1038']",2,8
8840,37,Easy Rider (BD),False,easy rider bd,"['easy rider', 'bd']",2,2
8841,37,Fantastic Mr. Fox (BD),False,fantastic mr fox bd,"['fantastic mr fox', 'bd']",2,3
8842,37,LAWLESSNESS (BD),False,lawlessness bd,"['lawlessness', 'bd']",2,1
8843,40,Lawlessness. CINEMA WITHOUT BORDERS,False,lawlessness cinema without borders,['lawlessness cinema without borders'],1,4
8844,40,HEARTLESS,False,heartless,['heartless'],1,1
8845,37,Áåññëàâíûå BASTARDS (BD),True, bastards bd,"['bastards', 'bd']",2,1
8846,40,Inglourious Basterds (Region),False,inglourious basterds region,"['inglourious basterds', 'region']",2,2
8847,41,Besson and his films (13 DVD),False,besson and his films 13 dvd,"['besson and his films', '13 dvd']",2,4
8848,40,DEMONS (TV),False,demons tv,"['demons', 'tv']",2,1
8849,37,Reservoir Dogs (BD),False,reservoir dogs bd,"['reservoir dogs', 'bd']",2,2
8850,40,Reservoir Dogs (Region),True,reservoir dogs region,"['reservoir dogs', 'region']",2,2
8851,37,Mad bull (BD),False,mad bull bd,"['mad bull', 'bd']",2,2
8852,55,BI-2 plus # 16 2CD (firms).,True,bi2 plus 16 2cd firms,"['bi2 plus 16 2cd', 'firms']",2,4
8853,57,BI-2 CD 2 (mp3-CD) (Jewel),False,bi2 cd 2 mp3cd jewel,"['bi2 cd 2', 'mp3cd', 'jewel']",3,3
8854,55,BI-2 Grand Collection,False,bi2 grand collection,['bi2 grand collection'],1,3
8855,57,B-2 1 MP3 Collection (mp3-CD) (jewel),True,b2 1 mp3 collection mp3cd jewel,"['b2 1 mp3 collection', 'mp3cd', 'jewel']",3,4
8856,57,BI-2 2 MP3 Collection (mp3-CD) (jewel),True,bi2 2 mp3 collection mp3cd jewel,"['bi2 2 mp3 collection', 'mp3cd', 'jewel']",3,4
8857,57,BI-2 3 MP3 Collection (mp3-CD) (jewel),False,bi2 3 mp3 collection mp3cd jewel,"['bi2 3 mp3 collection', 'mp3cd', 'jewel']",3,4
8858,55,BI-2 Prague Metropolitan Symphonic Orchestra 1 (companies).,True,bi2 prague metropolitan symphonic orchestra 1 companies,"['bi2 prague metropolitan symphonic orchestra 1', 'companies']",2,6
8859,55,BI-2 Spirit 2CD,True,bi2 spirit 2cd,['bi2 spirit 2cd'],1,3
8860,58,BI-2 Spirit 2CD 2LP,False,bi2 spirit 2cd 2lp,['bi2 spirit 2cd 2lp'],1,4
8861,55,BI-2 Spirit 2CD (companies).,False,bi2 spirit 2cd companies,"['bi2 spirit 2cd', 'companies']",2,3
8862,58,B-2 B-2 LP,True,b2 b2 lp,['b2 b2 lp'],1,3
8863,55,B-2 B-2 and the Symphony Orchestra of Russian Ministry of Internal Affairs 2CD,True,b2 b2 and the symphony orchestra of russian ministry of internal affairs 2cd,['b2 b2 and the symphony orchestra of russian ministry of internal affairs 2cd'],1,13
8864,55,BI 2-Foreign cars (companies).,True,bi 2foreign cars companies,"['bi 2foreign cars', 'companies']",2,3
8865,55,BI-2 Funfair 2CD,False,bi2 funfair 2cd,['bi2 funfair 2cd'],1,3
8866,55,BI-2 Milk (firms).,True,bi2 milk firms,"['bi2 milk', 'firms']",2,2
8867,58,BI-2 Meow Kiss E LP,True,bi2 meow kiss e lp,['bi2 meow kiss e lp'],1,5
8868,55,BI-1 2 Odd warrior 2CD (companies).,True,bi1 2 odd warrior 2cd companies,"['bi1 2 odd warrior 2cd', 'companies']",2,5
8869,55,"BI-2 Odd Warrior 2,5 CD + DVD (firms).",False,bi2 odd warrior 25 cd dvd firms,"['bi2 odd warrior 25 cd dvd', 'firms']",2,6
8870,55,BI-2 Odd Warrior 3 2CD + DVD (firms).,False,bi2 odd warrior 3 2cd dvd firms,"['bi2 odd warrior 3 2cd dvd', 'firms']",2,6
8871,55,BI-2 Odd Warrior Best 2CD (firms).,True,bi2 odd warrior best 2cd firms,"['bi2 odd warrior best 2cd', 'firms']",2,5
8872,55,BI-2 New collection,False,bi2 new collection,['bi2 new collection'],1,3
8873,55,BI-2 What Men Talk About,False,bi2 what men talk about,['bi2 what men talk about'],1,5
8874,55,BI-2 Three 3DVD concert (firms).,True,bi2 three 3dvd concert firms,"['bi2 three 3dvd concert', 'firms']",2,4
8875,58,B-2 & SPLEEN Fellini Tour 2001 2LP,False,b2 spleen fellini tour 2001 2lp,['b2 spleen fellini tour 2001 2lp'],1,6
8876,41,The Bible (21 DVD),False,the bible 21 dvd,"['the bible', '21 dvd']",2,2
8877,41,Library of World Literature (collection). Volume 1 (11dvd),False,library of world literature collection volume 1 11dvd,"['library of world literature', 'collection', 'volume 1', '11dvd']",4,4
8878,41,Library of World Literature (collection). Volume 2 (12dvd),False,library of world literature collection volume 2 12dvd,"['library of world literature', 'collection', 'volume 2', '12dvd']",4,4
8879,41,Library of World Literature. VOLUME 3 (coll. 9 DVD),False,library of world literature volume 3 coll 9 dvd,"['library of world literature volume 3', 'coll 9 dvd']",2,6
8880,41,Library of World Literature. VOLUME 4 (coll. 7 DVD),False,library of world literature volume 4 coll 7 dvd,"['library of world literature volume 4', 'coll 7 dvd']",2,6
8881,41,Library of World Literature. VOLUME 5 (coll. 5 DVD),False,library of world literature volume 5 coll 5 dvd,"['library of world literature volume 5', 'coll 5 dvd']",2,6
8882,41,Library of World Literature. VOLUME 6 (CALL 9 DVD),False,library of world literature volume 6 call 9 dvd,"['library of world literature volume 6', 'call 9 dvd']",2,6
8883,41,Library of World Literature. VOLUME 7 (coll. 10 DVD),False,library of world literature volume 7 coll 10 dvd,"['library of world literature volume 7', 'coll 10 dvd']",2,6
8884,41,LIBRARIAN (3 DVD),False,librarian 3 dvd,"['librarian', '3 dvd']",2,2
8885,37,BIBLE (BD),False,bible bd,"['bible', 'bd']",2,1
8886,40,TUSK,False,tusk,['tusk'],1,1
8887,55,DIMA BILAN From Best to bully dreamer 2CD (firms).,False,dima bilan from best to bully dreamer 2cd firms,"['dima bilan from best to bully dreamer 2cd', 'firms']",2,8
8888,55,DIMA BILAN Reach,True,dima bilan reach,['dima bilan reach'],1,3
8889,55,DIMA BILAN Dreamer,False,dima bilan dreamer,['dima bilan dreamer'],1,3
8890,55,DIMA BILAN Do not be silent,True,dima bilan do not be silent,['dima bilan do not be silent'],1,6
8891,40,TICKET TO VEGAS,False,ticket to vegas,['ticket to vegas'],1,3
8892,37,TICKET VEGAS (BD),False,ticket vegas bd,"['ticket vegas', 'bd']",2,2
8893,40,TICKET TO VEGAS (region),False,ticket to vegas region,"['ticket to vegas', 'region']",2,3
8894,37,BILLIARDIST (BD),False,billiardist bd,"['billiardist', 'bd']",2,1
8895,40,BATTLE FOR THE EMPIRE,False,battle for the empire,['battle for the empire'],1,4
8896,37,Battle the Empire (BD),False,battle the empire bd,"['battle the empire', 'bd']",2,3
8897,40,BATTLE FOR THE EMPIRE (region),False,battle for the empire region,"['battle for the empire', 'region']",2,4
8898,40,Battle of Sevastopol,True,battle of sevastopol,['battle of sevastopol'],1,3
8899,37,Battle of Sevastopol (BD),False,battle of sevastopol bd,"['battle of sevastopol', 'bd']",2,3
8900,40,CLASH OF THE TITANS,False,clash of the titans,['clash of the titans'],1,4
8901,40,Battle Titans (2DVD),False,battle titans 2dvd,"['battle titans', '2dvd']",2,2
8902,37,Battle Titans (BD),True,battle titans bd,"['battle titans', 'bd']",2,2
8903,40,Clash of the Titans (Region),False,clash of the titans region,"['clash of the titans', 'region']",2,4
8904,40,BITTL Deuce (region),False,bittl deuce region,"['bittl deuce', 'region']",2,2
8905,40,Blagochestivogo MARCH (rem),False,blagochestivogo march rem,"['blagochestivogo march', 'rem']",2,2
8906,37,BloodRayne (BD),False,bloodrayne bd,"['bloodrayne', 'bd']",2,1
8907,37,BloodRayne 3 (BD),False,bloodrayne 3 bd,"['bloodrayne 3', 'bd']",2,2
8908,40,BloodRayne 3 (DVD + BD),False,bloodrayne 3 dvd bd,"['bloodrayne 3', 'dvd bd']",2,2
8909,37,BloodRayne / BloodRayne 2 (BD),False,bloodrayne bloodrayne 2 bd,"['bloodrayne', 'bloodrayne 2', 'bd']",3,2
8910,40,GEMINI (region),False,gemini region,"['gemini', 'region']",2,1
8911,40,Twin Dragons,False,twin dragons,['twin dragons'],1,2
8912,40,DUGOUT,False,dugout,['dugout'],1,1
8913,40,Dugout (region),False,dugout region,"['dugout', 'region']",2,1
8914,40,Blockbuster,False,blockbuster,['blockbuster'],1,1
8915,37,Blockbuster 2D (BD),False,blockbuster 2d bd,"['blockbuster 2d', 'bd']",2,2
8916,37,Legally Blonde (BD),False,legally blonde bd,"['legally blonde', 'bd']",2,2
8917,37,Legally Blonde 2 (BD),False,legally blonde 2 bd,"['legally blonde 2', 'bd']",2,3
8918,40,Walk of Shame,True,walk of shame,['walk of shame'],1,3
8919,37,Blond LIVE (BD),True,blond live bd,"['blond live', 'bd']",2,2
8920,40,CALIFORNICATION. SEASON 1,False,californication season 1,['californication season 1'],1,3
8921,40,CALIFORNICATION. SEASON 2,False,californication season 2,['californication season 2'],1,3
8922,40,CALIFORNICATION. SEASON 3,False,californication season 3,['californication season 3'],1,3
8923,40,CALIFORNICATION. SEASON 4,False,californication season 4,['californication season 4'],1,3
8924,40,CALIFORNICATION. SEASON 5,False,californication season 5,['californication season 5'],1,3
8925,40,Blade 2 (region),False,blade 2 region,"['blade 2', 'region']",2,2
8926,40,BOB MARLEY,False,bob marley,['bob marley'],1,2
8927,40,Beaver (region),False,beaver region,"['beaver', 'region']",2,1
8928,40,Bobby Fischer Against The World,False,bobby fischer against the world,['bobby fischer against the world'],1,5
8929,40,BEAVER,False,beaver,['beaver'],1,1
8930,37,BEAVER (BD),True,beaver bd,"['beaver', 'bd']",2,1
8931,40,Welcome to the Sticks (region),False,welcome to the sticks region,"['welcome to the sticks', 'region']",2,4
8932,40,GODS OF THE ARENA,False,gods of the arena,['gods of the arena'],1,4
8933,40,GODDESS,False,goddess,['goddess'],1,1
8934,55,Bogushevskaya IRINA Silk,False,bogushevskaya irina silk,['bogushevskaya irina silk'],1,3
8935,40,Bodyflex,False,bodyflex,['bodyflex'],1,1
8936,40,Body flex - Three-stage breathing. ADVANCED LEVEL,False,body flex threestage breathing advanced level,['body flex threestage breathing advanced level'],1,6
8937,40,Bodyflex FOR WOMEN 40+,False,bodyflex for women 40,['bodyflex for women 40'],1,4
8938,40,Bodyflex: Baseline,False,bodyflex baseline,"['bodyflex', 'baseline']",2,1
8939,37,Action / Thriller: Lord storms crossing + (BD),False,action thriller lord storms crossing bd,"['action', 'thriller', 'lord storms crossing', 'bd']",4,3
8940,41,Militants (4DVD),False,militants 4dvd,"['militants', '4dvd']",2,1
8941,41,Militants. Thriller. FICTION (coll. 4 DVD),False,militants thriller fiction coll 4 dvd,"['militants thriller fiction', 'coll 4 dvd']",2,3
8942,37,Steed (BD),False,steed bd,"['steed', 'bd']",2,1
8943,40,Warhorse wd,False,warhorse wd,['warhorse wd'],1,2
8944,37,SOLDIER (BD),False,soldier bd,"['soldier', 'bd']",2,1
8945,40,SOLDIER (DVD + BD),False,soldier dvd bd,"['soldier', 'dvd bd']",2,2
8946,40,SOLDIER (region),False,soldier region,"['soldier', 'region']",2,1
8947,40,God Bless America! CINEMA WITHOUT BORDERS,False,god bless america cinema without borders,['god bless america cinema without borders'],1,6
8948,40,Ultimate fighting,False,ultimate fighting,['ultimate fighting'],1,2
8949,37,Fight without rules (BD),False,fight without rules bd,"['fight without rules', 'bd']",2,3
8950,40,Shadowboxing 3D: THE LAST ROUND,False,shadowboxing 3d the last round,"['shadowboxing 3d', 'the last round']",2,3
8951,38,Shadowboxing 3D: The last round (3D BD),True,shadowboxing 3d the last round 3d bd,"['shadowboxing 3d', 'the last round', '3d bd']",3,3
8952,55,Boyko IGOR Anything Can Be (companies).,False,boyko igor anything can be companies,"['boyko igor anything can be', 'companies']",2,5
8953,55,Boyko IGOR Anthology Collection of works (firms).,False,boyko igor anthology collection of works firms,"['boyko igor anthology collection of works', 'firms']",2,6
8954,40,BOYFRIEND FROM THE FUTURE,False,boyfriend from the future,['boyfriend from the future'],1,4
8955,37,About Time (BD),False,about time bd,"['about time', 'bd']",2,2
8956,40,Rumble Fish (region),False,rumble fish region,"['rumble fish', 'region']",2,2
8957,40,FIGHT CLUB,True,fight club,['fight club'],1,2
8958,37,FIGHT CLUB (BD),True,fight club bd,"['fight club', 'bd']",2,2
8959,40,BOXER,False,boxer,['boxer'],1,1
8960,40,Bolt and blip Rescue,False,bolt and blip rescue,['bolt and blip rescue'],1,4
8961,40,BIG SCAM (region),True,big scam region,"['big scam', 'region']",2,2
8962,40,BIG PARTY,False,big party,['big party'],1,2
8963,37,BIG GAME (BD),False,big game bd,"['big game', 'bd']",2,2
8964,40,BIG GAME (uni),False,big game uni,"['big game', 'uni']",2,2
8965,41,Large collection of movies. Militants,False,large collection of movies militants,['large collection of movies militants'],1,5
8966,41,Large collection of movies. melodrama,False,large collection of movies melodrama,['large collection of movies melodrama'],1,5
8967,40,BIG CHANGE Series 1-4 2DVD,True,big change series 14 2dvd,['big change series 14 2dvd'],1,5
8968,40,BIG CHANGE (1-2 SERIES) (rem),True,big change 12 series rem,"['big change', '12 series', 'rem']",3,2
8969,40,BIG CHANGE (SERIES 3-4) (rem),True,big change series 34 rem,"['big change', 'series 34', 'rem']",3,2
8970,40,BIG CHANGE (rem) (2DVD),False,big change rem 2dvd,"['big change', 'rem', '2dvd']",3,2
8971,40,BIG CHANGE 1-2 (region),False,big change 12 region,"['big change 12', 'region']",2,3
8972,40,BIG CHANGE 3-4 (region),False,big change 34 region,"['big change 34', 'region']",2,3
8973,40,BIG rzhaka,False,big rzhaka,['big rzhaka'],1,2
8974,40,BIG WEDDING,False,big wedding,['big wedding'],1,2
8975,37,Large wedding (BD),False,large wedding bd,"['large wedding', 'bd']",2,2
8976,40,Large wedding (region),False,large wedding region,"['large wedding', 'region']",2,2
8977,40,A Lot Like Love wd,False,a lot like love wd,['a lot like love wd'],1,5
8978,40,A Lot Like Love / minister's wife (2 DVD),False,a lot like love ministers wife 2 dvd,"['a lot like love', 'ministers wife', '2 dvd']",3,4
8979,37,MORE THAN LOVE (BD),False,more than love bd,"['more than love', 'bd']",2,3
8980,40,MORE THAN SEX (region),False,more than sex region,"['more than sex', 'region']",2,3
8981,40,BIG EYES,False,big eyes,['big eyes'],1,2
8982,37,BIG MONEY e. (BD),False,big money e bd,"['big money e', 'bd']",2,3
8983,40,Big Momma. SON AS A FATHER,False,big momma son as a father,['big momma son as a father'],1,6
8984,37,"Big Momma. Son, as the Father (BD + DVD)",False,big momma son as the father bd dvd,"['big momma son as the father', 'bd dvd']",2,6
8985,40,GREAT EXPECTATIONS,False,great expectations,['great expectations'],1,2
8986,37,LONG HOPE (BD),True,long hope bd,"['long hope', 'bd']",2,2
8987,37,"Great movie. Collection (war, Brooks, Tournament) (3BD)",False,great movie collection war brooks tournament 3bd,"['great movie collection', 'war brooks tournament', '3bd']",3,3
8988,37,More travel deep into OCEANS (BD),False,more travel deep into oceans bd,"['more travel deep into oceans', 'bd']",2,5
8989,40,Into the Deep Ocean (region),False,into the deep ocean region,"['into the deep ocean', 'region']",2,4
8990,40,Into the Deep Ocean. RETURN (region),False,into the deep ocean return region,"['into the deep ocean return', 'region']",2,5
8991,40,GREAT YEAR,False,great year,['great year'],1,2
8992,37,Big roll (BD),False,big roll bd,"['big roll', 'bd']",2,2
8993,40,Big score (region),True,big score region,"['big score', 'region']",2,2
8994,37,Big Lebowski (BD),False,big lebowski bd,"['big lebowski', 'bd']",2,2
